n,instance,algorithm,epsilon,optimal_value,value,weight,ratio,error_percent,runtime_ms
100,17,EXACT,NA,3602,3602,1931,1.000000,0.000000,0.264541
100,17,GREEDY,NA,3602,3596,1931,0.998334,0.166574,0.451042
100,17,FPTAS,0.50,3602,3602,1931,1.000000,0.000000,0.821583
100,17,FPTAS,0.20,3602,3602,1931,1.000000,0.000000,1.417208
100,17,FPTAS,0.10,3602,3602,1931,1.000000,0.000000,2.944666
100,17,FPTAS,0.05,3602,3602,1931,1.000000,0.000000,5.905875
100,17,FPTAS,0.01,3602,3602,1931,1.000000,0.000000,32.525834
100,18,EXACT,NA,3685,3685,1893,1.000000,0.000000,0.259458
100,18,GREEDY,NA,3685,3675,1878,0.997286,0.271370,0.447833
100,18,FPTAS,0.50,3685,3685,1893,1.000000,0.000000,0.960625
100,18,FPTAS,0.20,3685,3685,1893,1.000000,0.000000,1.962333
100,18,FPTAS,0.10,3685,3685,1893,1.000000,0.000000,4.093875
100,18,FPTAS,0.05,3685,3685,1893,1.000000,0.000000,8.013875
100,18,FPTAS,0.01,3685,3685,1893,1.000000,0.000000,38.478667
100,19,EXACT,NA,3708,3708,2018,1.000000,0.000000,0.270083
100,19,GREEDY,NA,3708,3706,2014,0.999461,0.053937,0.443459
100,19,FPTAS,0.50,3708,3708,2018,1.000000,0.000000,0.810167
100,19,FPTAS,0.20,3708,3708,2018,1.000000,0.000000,1.506167
100,19,FPTAS,0.10,3708,3708,2018,1.000000,0.000000,3.063375
100,19,FPTAS,0.05,3708,3708,2018,1.000000,0.000000,5.537625
100,19,FPTAS,0.01,3708,3708,2018,1.000000,0.000000,30.835792
100,20,EXACT,NA,3828,3828,2152,1.000000,0.000000,0.277250
100,20,GREEDY,NA,3828,3828,2152,1.000000,0.000000,0.436917
100,20,FPTAS,0.50,3828,3828,2152,1.000000,0.000000,0.878208
100,20,FPTAS,0.20,3828,3828,2152,1.000000,0.000000,1.580208
100,20,FPTAS,0.10,3828,3828,2152,1.000000,0.000000,3.247625
100,20,FPTAS,0.05,3828,3828,2152,1.000000,0.000000,6.276208
100,20,FPTAS,0.01,3828,3828,2152,1.000000,0.000000,34.811375
100,21,EXACT,NA,3625,3625,2140,1.000000,0.000000,0.278875
100,21,GREEDY,NA,3625,3613,2120,0.996690,0.331034,0.451542
100,21,FPTAS,0.50,3625,3625,2137,1.000000,0.000000,0.834500
100,21,FPTAS,0.20,3625,3625,2137,1.000000,0.000000,1.541334
100,21,FPTAS,0.10,3625,3625,2137,1.000000,0.000000,3.136833
100,21,FPTAS,0.05,3625,3625,2137,1.000000,0.000000,6.106375
100,21,FPTAS,0.01,3625,3625,2137,1.000000,0.000000,33.425042
100,22,EXACT,NA,3720,3720,2078,1.000000,0.000000,0.256458
100,22,GREEDY,NA,3720,3715,2073,0.998656,0.134409,0.530916
100,22,FPTAS,0.50,3720,3720,2078,1.000000,0.000000,0.873250
100,22,FPTAS,0.20,3720,3720,2078,1.000000,0.000000,1.493833
100,22,FPTAS,0.10,3720,3720,2078,1.000000,0.000000,3.011667
100,22,FPTAS,0.05,3720,3720,2078,1.000000,0.000000,6.037583
100,22,FPTAS,0.01,3720,3720,2078,1.000000,0.000000,31.992458
100,23,EXACT,NA,3817,3817,2006,1.000000,0.000000,0.280667
100,23,GREEDY,NA,3817,3813,2001,0.998952,0.104794,0.450917
100,23,FPTAS,0.50,3817,3817,2006,1.000000,0.000000,0.878542
100,23,FPTAS,0.20,3817,3817,2006,1.000000,0.000000,1.673959
100,23,FPTAS,0.10,3817,3817,2006,1.000000,0.000000,3.246625
100,23,FPTAS,0.05,3817,3817,2006,1.000000,0.000000,6.545000
100,23,FPTAS,0.01,3817,3817,2006,1.000000,0.000000,36.382208
100,24,EXACT,NA,3655,3655,1974,1.000000,0.000000,0.265875
100,24,GREEDY,NA,3655,3655,1974,1.000000,0.000000,0.459084
100,24,FPTAS,0.50,3655,3655,1974,1.000000,0.000000,0.940625
100,24,FPTAS,0.20,3655,3655,1974,1.000000,0.000000,1.874875
100,24,FPTAS,0.10,3655,3655,1974,1.000000,0.000000,3.801334
100,24,FPTAS,0.05,3655,3655,1974,1.000000,0.000000,7.507209
100,24,FPTAS,0.01,3655,3655,1974,1.000000,0.000000,32.748875
100,25,EXACT,NA,3823,3823,2243,1.000000,0.000000,0.298917
100,25,GREEDY,NA,3823,3818,2237,0.998692,0.130787,0.465042
100,25,FPTAS,0.50,3823,3823,2243,1.000000,0.000000,0.871875
100,25,FPTAS,0.20,3823,3823,2243,1.000000,0.000000,1.595500
100,25,FPTAS,0.10,3823,3823,2243,1.000000,0.000000,3.236917
100,25,FPTAS,0.05,3823,3823,2243,1.000000,0.000000,6.523750
100,25,FPTAS,0.01,3823,3823,2243,1.000000,0.000000,36.120583
100,26,EXACT,NA,4031,4031,1919,1.000000,0.000000,0.264875
100,26,GREEDY,NA,4031,4025,1918,0.998512,0.148846,0.469584
100,26,FPTAS,0.50,4031,4031,1919,1.000000,0.000000,0.891625
100,26,FPTAS,0.20,4031,4031,1919,1.000000,0.000000,1.632584
100,26,FPTAS,0.10,4031,4031,1919,1.000000,0.000000,3.393250
100,26,FPTAS,0.05,4031,4031,1919,1.000000,0.000000,6.542333
100,26,FPTAS,0.01,4031,4031,1919,1.000000,0.000000,36.245833
100,27,EXACT,NA,3747,3747,1882,1.000000,0.000000,0.264417
100,27,GREEDY,NA,3747,3741,1876,0.998399,0.160128,0.469084
100,27,FPTAS,0.50,3747,3747,1882,1.000000,0.000000,0.852542
100,27,FPTAS,0.20,3747,3747,1882,1.000000,0.000000,1.532209
100,27,FPTAS,0.10,3747,3747,1882,1.000000,0.000000,3.132000
100,27,FPTAS,0.05,3747,3747,1882,1.000000,0.000000,6.347375
100,27,FPTAS,0.01,3747,3747,1882,1.000000,0.000000,33.201458
100,28,EXACT,NA,3930,3930,1850,1.000000,0.000000,0.259042
100,28,GREEDY,NA,3930,3924,1848,0.998473,0.152672,0.446291
100,28,FPTAS,0.50,3930,3930,1850,1.000000,0.000000,0.871958
100,28,FPTAS,0.20,3930,3930,1850,1.000000,0.000000,1.659208
100,28,FPTAS,0.10,3930,3930,1850,1.000000,0.000000,3.291417
100,28,FPTAS,0.05,3930,3930,1850,1.000000,0.000000,6.399500
100,28,FPTAS,0.01,3930,3930,1850,1.000000,0.000000,35.693416
100,29,EXACT,NA,3574,3574,1952,1.000000,0.000000,0.271875
100,29,GREEDY,NA,3574,3561,1938,0.996363,0.363738,0.463958
100,29,FPTAS,0.50,3574,3574,1952,1.000000,0.000000,0.852583
100,29,FPTAS,0.20,3574,3574,1952,1.000000,0.000000,1.480625
100,29,FPTAS,0.10,3574,3574,1952,1.000000,0.000000,2.988791
100,29,FPTAS,0.05,3574,3574,1952,1.000000,0.000000,5.942542
100,29,FPTAS,0.01,3574,3574,1952,1.000000,0.000000,32.332125
100,30,EXACT,NA,3410,3410,2199,1.000000,0.000000,0.296875
100,30,GREEDY,NA,3410,3410,2195,1.000000,0.000000,0.451166
100,30,FPTAS,0.50,3410,3410,2195,1.000000,0.000000,0.795500
100,30,FPTAS,0.20,3410,3410,2195,1.000000,0.000000,1.330209
100,30,FPTAS,0.10,3410,3410,2195,1.000000,0.000000,2.772166
100,30,FPTAS,0.05,3410,3410,2195,1.000000,0.000000,5.520458
100,30,FPTAS,0.01,3410,3410,2195,1.000000,0.000000,29.557125
250,1,EXACT,NA,9406,9406,4801,1.000000,0.000000,1.034583
250,1,GREEDY,NA,9406,9400,4799,0.999362,0.063789,0.941500
250,1,FPTAS,0.50,9406,9406,4801,1.000000,0.000000,10.606791
250,1,FPTAS,0.20,9406,9406,4801,1.000000,0.000000,33.877542
250,1,FPTAS,0.10,9406,9406,4801,1.000000,0.000000,58.432583
250,1,FPTAS,0.05,9406,9406,4801,1.000000,0.000000,182.126000
250,1,FPTAS,0.01,9406,9406,4801,1.000000,0.000000,1965.553291
250,2,EXACT,NA,8850,8850,5142,1.000000,0.000000,2.040917
250,2,GREEDY,NA,8850,8840,5129,0.998870,0.112994,0.515917
250,2,FPTAS,0.50,8850,8850,5142,1.000000,0.000000,24.875458
250,2,FPTAS,0.20,8850,8850,5142,1.000000,0.000000,62.095542
250,2,FPTAS,0.10,8850,8850,5142,1.000000,0.000000,48.119542
250,2,FPTAS,0.05,8850,8850,5142,1.000000,0.000000,108.045958
250,2,FPTAS,0.01,8850,8850,5142,1.000000,0.000000,554.445625
250,3,EXACT,NA,9468,9468,5128,1.000000,0.000000,1.450583
250,3,GREEDY,NA,9468,9468,5128,1.000000,0.000000,0.540458
250,3,FPTAS,0.50,9468,9468,5128,1.000000,0.000000,23.728292
250,3,FPTAS,0.20,9468,9468,5128,1.000000,0.000000,33.505416
250,3,FPTAS,0.10,9468,9468,5128,1.000000,0.000000,50.331417
250,3,FPTAS,0.05,9468,9468,5128,1.000000,0.000000,100.038125
250,3,FPTAS,0.01,9468,9468,5128,1.000000,0.000000,534.000333
250,4,EXACT,NA,9248,9248,5003,1.000000,0.000000,1.226291
250,4,GREEDY,NA,9248,9244,5003,0.999567,0.043253,0.530584
250,4,FPTAS,0.50,9248,9248,5003,1.000000,0.000000,12.860083
250,4,FPTAS,0.20,9248,9248,5003,1.000000,0.000000,33.162708
250,4,FPTAS,0.10,9248,9248,5003,1.000000,0.000000,59.531333
250,4,FPTAS,0.05,9248,9248,5003,1.000000,0.000000,111.828000
250,4,FPTAS,0.01,9248,9248,5003,1.000000,0.000000,553.059542
250,5,EXACT,NA,9212,9212,5014,1.000000,0.000000,1.121834
250,5,GREEDY,NA,9212,9212,5014,1.000000,0.000000,0.532500
250,5,FPTAS,0.50,9212,9212,5014,1.000000,0.000000,12.027209
250,5,FPTAS,0.20,9212,9212,5014,1.000000,0.000000,33.593791
250,5,FPTAS,0.10,9212,9212,5014,1.000000,0.000000,59.700375
250,5,FPTAS,0.05,9212,9212,5014,1.000000,0.000000,110.456458
250,5,FPTAS,0.01,9212,9212,5014,1.000000,0.000000,539.138125
250,6,EXACT,NA,8984,8984,5032,1.000000,0.000000,1.115125
250,6,GREEDY,NA,8984,8976,5029,0.999110,0.089047,0.540375
250,6,FPTAS,0.50,8984,8984,5032,1.000000,0.000000,9.983750
250,6,FPTAS,0.20,8984,8984,5032,1.000000,0.000000,32.713292
250,6,FPTAS,0.10,8984,8984,5032,1.000000,0.000000,47.168500
250,6,FPTAS,0.05,8984,8984,5032,1.000000,0.000000,93.952042
250,6,FPTAS,0.01,8984,8984,5032,1.000000,0.000000,515.574625
250,7,EXACT,NA,9145,9145,4882,1.000000,0.000000,1.006958
250,7,GREEDY,NA,9145,9144,4880,0.999891,0.010935,1.310042
250,7,FPTAS,0.50,9145,9145,4882,1.000000,0.000000,9.770958
250,7,FPTAS,0.20,9145,9145,4882,1.000000,0.000000,31.967625
250,7,FPTAS,0.10,9145,9145,4882,1.000000,0.000000,47.232292
250,7,FPTAS,0.05,9145,9145,4882,1.000000,0.000000,94.203250
250,7,FPTAS,0.01,9145,9145,4882,1.000000,0.000000,513.493333
250,8,EXACT,NA,9412,9412,5100,1.000000,0.000000,1.075834
250,8,GREEDY,NA,9412,9402,5098,0.998938,0.106247,2.150875
250,8,FPTAS,0.50,9412,9412,5100,1.000000,0.000000,10.047834
250,8,FPTAS,0.20,9412,9412,5100,1.000000,0.000000,32.837417
250,8,FPTAS,0.10,9412,9412,5100,1.000000,0.000000,47.465167
250,8,FPTAS,0.05,9412,9412,5100,1.000000,0.000000,94.959625
250,8,FPTAS,0.01,9412,9412,5100,1.000000,0.000000,526.795500
250,9,EXACT,NA,9948,9948,4755,1.000000,0.000000,1.027750
250,9,GREEDY,NA,9948,9940,4751,0.999196,0.080418,0.645625
250,9,FPTAS,0.50,9948,9948,4755,1.000000,0.000000,10.908459
250,9,FPTAS,0.20,9948,9948,4755,1.000000,0.000000,35.802541
250,9,FPTAS,0.10,9948,9948,4755,1.000000,0.000000,52.255709
250,9,FPTAS,0.05,9948,9948,4755,1.000000,0.000000,104.051041
250,9,FPTAS,0.01,9948,9948,4755,1.000000,0.000000,624.771417
250,10,EXACT,NA,9348,9348,5078,1.000000,0.000000,1.389041
250,10,GREEDY,NA,9348,9348,5078,1.000000,0.000000,0.637833
250,10,FPTAS,0.50,9348,9348,5078,1.000000,0.000000,16.168375
250,10,FPTAS,0.20,9348,9348,5078,1.000000,0.000000,36.141875
250,10,FPTAS,0.10,9348,9348,5078,1.000000,0.000000,50.470958
250,10,FPTAS,0.05,9348,9348,5078,1.000000,0.000000,96.656541
250,10,FPTAS,0.01,9348,9348,5078,1.000000,0.000000,534.714542
250,11,EXACT,NA,8637,8637,5092,1.000000,0.000000,1.177834
250,11,GREEDY,NA,8637,8618,5074,0.997800,0.219984,0.904292
250,11,FPTAS,0.50,8637,8637,5092,1.000000,0.000000,10.986041
250,11,FPTAS,0.20,8637,8637,5092,1.000000,0.000000,31.953875
250,11,FPTAS,0.10,8637,8637,5092,1.000000,0.000000,46.146375
250,11,FPTAS,0.05,8637,8637,5092,1.000000,0.000000,91.890291
250,11,FPTAS,0.01,8637,8637,5092,1.000000,0.000000,503.861916
250,12,EXACT,NA,8941,8941,5212,1.000000,0.000000,1.216958
250,12,GREEDY,NA,8941,8935,5214,0.999329,0.067107,2.169500
250,12,FPTAS,0.50,8941,8941,5212,1.000000,0.000000,9.407375
250,12,FPTAS,0.20,8941,8941,5212,1.000000,0.000000,31.537208
250,12,FPTAS,0.10,8941,8941,5212,1.000000,0.000000,45.425458
250,12,FPTAS,0.05,8941,8941,5212,1.000000,0.000000,90.340667
250,12,FPTAS,0.01,8941,8941,5212,1.000000,0.000000,494.885708
250,13,EXACT,NA,9346,9346,5065,1.000000,0.000000,1.059709
250,13,GREEDY,NA,9346,9340,5062,0.999358,0.064199,0.976584
250,13,FPTAS,0.50,9346,9346,5065,1.000000,0.000000,10.510958
250,13,FPTAS,0.20,9346,9346,5065,1.000000,0.000000,34.159416
250,13,FPTAS,0.10,9346,9346,5065,1.000000,0.000000,49.069083
250,13,FPTAS,0.05,9346,9346,5065,1.000000,0.000000,98.578959
250,13,FPTAS,0.01,9346,9346,5065,1.000000,0.000000,541.713833
250,14,EXACT,NA,9545,9545,5072,1.000000,0.000000,1.041917
250,14,GREEDY,NA,9545,9545,5072,1.000000,0.000000,0.688458
250,14,FPTAS,0.50,9545,9545,5072,1.000000,0.000000,10.058042
250,14,FPTAS,0.20,9545,9545,5072,1.000000,0.000000,33.071791
250,14,FPTAS,0.10,9545,9545,5072,1.000000,0.000000,48.451666
250,14,FPTAS,0.05,9545,9545,5072,1.000000,0.000000,96.377375
250,14,FPTAS,0.01,9545,9545,5072,1.000000,0.000000,532.670667
250,15,EXACT,NA,9496,9496,5269,1.000000,0.000000,1.132292
250,15,GREEDY,NA,9496,9496,5269,1.000000,0.000000,0.671083
250,15,FPTAS,0.50,9496,9496,5269,1.000000,0.000000,11.185000
250,15,FPTAS,0.20,9496,9496,5269,1.000000,0.000000,34.738125
250,15,FPTAS,0.10,9496,9496,5269,1.000000,0.000000,51.012000
250,15,FPTAS,0.05,9496,9496,5269,1.000000,0.000000,101.264625
250,15,FPTAS,0.01,9496,9496,5269,1.000000,0.000000,551.961417
250,16,EXACT,NA,9483,9483,5309,1.000000,0.000000,1.139625
250,16,GREEDY,NA,9483,9482,5307,0.999895,0.010545,0.826459
250,16,FPTAS,0.50,9483,9483,5309,1.000000,0.000000,10.193250
250,16,FPTAS,0.20,9483,9483,5309,1.000000,0.000000,33.155875
250,16,FPTAS,0.10,9483,9483,5309,1.000000,0.000000,48.342708
250,16,FPTAS,0.05,9483,9483,5309,1.000000,0.000000,96.634708
250,16,FPTAS,0.01,9483,9483,5309,1.000000,0.000000,527.300916
250,17,EXACT,NA,9631,9631,5098,1.000000,0.000000,1.028959
250,17,GREEDY,NA,9631,9622,5085,0.999066,0.093448,0.812250
250,17,FPTAS,0.50,9631,9631,5098,1.000000,0.000000,10.894250
250,17,FPTAS,0.20,9631,9631,5098,1.000000,0.000000,35.253083
250,17,FPTAS,0.10,9631,9631,5098,1.000000,0.000000,51.607083
250,17,FPTAS,0.05,9631,9631,5098,1.000000,0.000000,103.399791
250,17,FPTAS,0.01,9631,9631,5098,1.000000,0.000000,564.624500
250,18,EXACT,NA,9113,9113,5241,1.000000,0.000000,1.076958
250,18,GREEDY,NA,9113,9113,5241,1.000000,0.000000,0.678208
250,18,FPTAS,0.50,9113,9113,5241,1.000000,0.000000,10.183166
250,18,FPTAS,0.20,9113,9113,5241,1.000000,0.000000,33.055459
250,18,FPTAS,0.10,9113,9113,5241,1.000000,0.000000,47.733458
250,18,FPTAS,0.05,9113,9113,5241,1.000000,0.000000,95.181875
250,18,FPTAS,0.01,9113,9113,5241,1.000000,0.000000,526.396500
250,19,EXACT,NA,9668,9668,4975,1.000000,0.000000,1.040250
250,19,GREEDY,NA,9668,9663,4971,0.999483,0.051717,2.193459
250,19,FPTAS,0.50,9668,9668,4973,1.000000,0.000000,10.489375
250,19,FPTAS,0.20,9668,9668,4973,1.000000,0.000000,34.627625
250,19,FPTAS,0.10,9668,9668,4973,1.000000,0.000000,51.102500
250,19,FPTAS,0.05,9668,9668,4973,1.000000,0.000000,100.960750
250,19,FPTAS,0.01,9668,9668,4973,1.000000,0.000000,553.195750
250,20,EXACT,NA,9005,9005,4777,1.000000,0.000000,0.984416
250,20,GREEDY,NA,9005,9005,4777,1.000000,0.000000,0.678500
250,20,FPTAS,0.50,9005,9005,4777,1.000000,0.000000,9.485458
250,20,FPTAS,0.20,9005,9005,4777,1.000000,0.000000,31.632583
250,20,FPTAS,0.10,9005,9005,4777,1.000000,0.000000,45.857083
250,20,FPTAS,0.05,9005,9005,4777,1.000000,0.000000,91.209125
250,20,FPTAS,0.01,9005,9005,4777,1.000000,0.000000,500.000042
250,21,EXACT,NA,8978,8978,5304,1.000000,0.000000,1.102208
250,21,GREEDY,NA,8978,8972,5295,0.999332,0.066830,0.641709
250,21,FPTAS,0.50,8978,8978,5304,1.000000,0.000000,9.919458
250,21,FPTAS,0.20,8978,8978,5304,1.000000,0.000000,32.666709
250,21,FPTAS,0.10,8978,8978,5304,1.000000,0.000000,48.200459
250,21,FPTAS,0.05,8978,8978,5304,1.000000,0.000000,95.262917
250,21,FPTAS,0.01,8978,8978,5304,1.000000,0.000000,523.597542
250,22,EXACT,NA,8691,8691,5038,1.000000,0.000000,1.054958
250,22,GREEDY,NA,8691,8687,5034,0.999540,0.046025,2.760958
250,22,FPTAS,0.50,8691,8691,5038,1.000000,0.000000,9.474125
250,22,FPTAS,0.20,8691,8691,5038,1.000000,0.000000,31.569084
250,22,FPTAS,0.10,8691,8691,5038,1.000000,0.000000,45.730042
250,22,FPTAS,0.05,8691,8691,5038,1.000000,0.000000,91.689916
250,22,FPTAS,0.01,8691,8691,5038,1.000000,0.000000,495.696167
250,23,EXACT,NA,8748,8748,5201,1.000000,0.000000,1.082709
250,23,GREEDY,NA,8748,8748,5201,1.000000,0.000000,1.378458
250,23,FPTAS,0.50,8748,8748,5201,1.000000,0.000000,9.389333
250,23,FPTAS,0.20,8748,8748,5201,1.000000,0.000000,31.572750
250,23,FPTAS,0.10,8748,8748,5201,1.000000,0.000000,45.506375
250,23,FPTAS,0.05,8748,8748,5201,1.000000,0.000000,92.484250
250,23,FPTAS,0.01,8748,8748,5201,1.000000,0.000000,493.730875
250,24,EXACT,NA,9195,9195,4930,1.000000,0.000000,1.069500
250,24,GREEDY,NA,9195,9191,4928,0.999565,0.043502,0.771666
250,24,FPTAS,0.50,9195,9195,4930,1.000000,0.000000,10.124166
250,24,FPTAS,0.20,9195,9195,4930,1.000000,0.000000,33.070208
250,24,FPTAS,0.10,9195,9195,4930,1.000000,0.000000,48.611875
250,24,FPTAS,0.05,9195,9195,4930,1.000000,0.000000,95.393083
250,24,FPTAS,0.01,9195,9195,4930,1.000000,0.000000,579.686709
250,25,EXACT,NA,9257,9257,5000,1.000000,0.000000,1.295292
250,25,GREEDY,NA,9257,9252,4999,0.999460,0.054013,1.040250
250,25,FPTAS,0.50,9257,9257,5000,1.000000,0.000000,10.867625
250,25,FPTAS,0.20,9257,9257,5000,1.000000,0.000000,35.055250
250,25,FPTAS,0.10,9257,9257,5000,1.000000,0.000000,51.648292
250,25,FPTAS,0.05,9257,9257,5000,1.000000,0.000000,97.739500
250,25,FPTAS,0.01,9257,9257,5000,1.000000,0.000000,594.269625
250,26,EXACT,NA,9517,9517,4772,1.000000,0.000000,2.572375
250,26,GREEDY,NA,9517,9504,4759,0.998634,0.136598,1.593333
250,26,FPTAS,0.50,9517,9517,4772,1.000000,0.000000,13.637667
250,26,FPTAS,0.20,9517,9517,4772,1.000000,0.000000,41.781500
250,26,FPTAS,0.10,9517,9517,4772,1.000000,0.000000,52.247917
250,26,FPTAS,0.05,9517,9517,4772,1.000000,0.000000,104.275750
250,26,FPTAS,0.01,9517,9517,4772,1.000000,0.000000,589.519125
250,27,EXACT,NA,9400,9400,4892,1.000000,0.000000,1.031375
250,27,GREEDY,NA,9400,9397,4891,0.999681,0.031915,2.673125
250,27,FPTAS,0.50,9400,9400,4892,1.000000,0.000000,11.987292
250,27,FPTAS,0.20,9400,9400,4892,1.000000,0.000000,36.214875
250,27,FPTAS,0.10,9400,9400,4892,1.000000,0.000000,52.210750
250,27,FPTAS,0.05,9400,9400,4892,1.000000,0.000000,107.271667
250,27,FPTAS,0.01,9400,9400,4892,1.000000,0.000000,552.345625
250,28,EXACT,NA,9089,9089,4929,1.000000,0.000000,1.093292
250,28,GREEDY,NA,9089,9089,4929,1.000000,0.000000,1.029750
250,28,FPTAS,0.50,9089,9089,4929,1.000000,0.000000,9.658583
250,28,FPTAS,0.20,9089,9089,4929,1.000000,0.000000,33.412458
250,28,FPTAS,0.10,9089,9089,4929,1.000000,0.000000,48.783459
250,28,FPTAS,0.05,9089,9089,4929,1.000000,0.000000,95.245625
250,28,FPTAS,0.01,9089,9089,4929,1.000000,0.000000,534.986750
250,29,EXACT,NA,9257,9257,5109,1.000000,0.000000,1.075000
250,29,GREEDY,NA,9257,9255,5106,0.999784,0.021605,0.790500
250,29,FPTAS,0.50,9257,9257,5109,1.000000,0.000000,10.987959
250,29,FPTAS,0.20,9257,9257,5109,1.000000,0.000000,34.759917
250,29,FPTAS,0.10,9257,9257,5109,1.000000,0.000000,49.368875
250,29,FPTAS,0.05,9257,9257,5109,1.000000,0.000000,97.475750
250,29,FPTAS,0.01,9257,9257,5109,1.000000,0.000000,535.962083
250,30,EXACT,NA,9555,9555,5071,1.000000,0.000000,1.068791
250,30,GREEDY,NA,9555,9546,5060,0.999058,0.094192,1.543084
250,30,FPTAS,0.50,9555,9555,5071,1.000000,0.000000,10.042208
250,30,FPTAS,0.20,9555,9555,5071,1.000000,0.000000,33.169500
250,30,FPTAS,0.10,9555,9555,5071,1.000000,0.000000,49.344583
250,30,FPTAS,0.05,9555,9555,5071,1.000000,0.000000,95.778250
250,30,FPTAS,0.01,9555,9555,5071,1.000000,0.000000,530.639042
