n,instance,algorithm,epsilon,optimal_value,value,weight,ratio,error_percent,runtime_ms
50,30,FPTAS,0.50,1096,1096,1066,1.000000,0.000000,0.393375
50,30,FPTAS,0.20,1096,1096,1066,1.000000,0.000000,0.632166
50,30,FPTAS,0.10,1096,1096,1066,1.000000,0.000000,1.121125
50,30,FPTAS,0.05,1096,1096,1066,1.000000,0.000000,2.191333
50,30,FPTAS,0.01,1096,1096,1066,1.000000,0.000000,6.964916
100,1,EXACT,NA,2243,2243,2182,1.000000,0.000000,0.307209
100,1,GREEDY,NA,2243,2214,2153,0.987071,1.292911,0.161125
100,1,FPTAS,0.50,2243,2239,2182,0.998217,0.178333,1.994084
100,1,FPTAS,0.20,2243,2243,2182,1.000000,0.000000,4.537000
100,1,FPTAS,0.10,2243,2243,2182,1.000000,0.000000,9.189333
100,1,FPTAS,0.05,2243,2243,2182,1.000000,0.000000,16.332375
100,1,FPTAS,0.01,2243,2243,2182,1.000000,0.000000,70.058667
100,2,EXACT,NA,2111,2111,2050,1.000000,0.000000,0.520458
100,2,GREEDY,NA,2111,2061,2000,0.976315,2.368546,0.301167
100,2,FPTAS,0.50,2111,2110,2050,0.999526,0.047371,1.838834
100,2,FPTAS,0.20,2111,2111,2050,1.000000,0.000000,4.217584
100,2,FPTAS,0.10,2111,2111,2050,1.000000,0.000000,8.528291
100,2,FPTAS,0.05,2111,2111,2050,1.000000,0.000000,16.286125
100,2,FPTAS,0.01,2111,2111,2050,1.000000,0.000000,60.149667
100,3,EXACT,NA,2304,2304,2244,1.000000,0.000000,0.397375
100,3,GREEDY,NA,2304,2281,2221,0.990017,0.998264,0.316000
100,3,FPTAS,0.50,2304,2299,2244,0.997830,0.217014,1.340750
100,3,FPTAS,0.20,2304,2304,2244,1.000000,0.000000,3.201375
100,3,FPTAS,0.10,2304,2304,2244,1.000000,0.000000,6.508416
100,3,FPTAS,0.05,2304,2304,2244,1.000000,0.000000,13.241584
100,3,FPTAS,0.01,2304,2304,2244,1.000000,0.000000,62.059625
100,4,EXACT,NA,2254,2254,2192,1.000000,0.000000,0.360000
100,4,GREEDY,NA,2254,2233,2171,0.990683,0.931677,0.345125
100,4,FPTAS,0.50,2254,2254,2192,1.000000,0.000000,1.918625
100,4,FPTAS,0.20,2254,2254,2192,1.000000,0.000000,4.278750
100,4,FPTAS,0.10,2254,2254,2192,1.000000,0.000000,9.084375
100,4,FPTAS,0.05,2254,2254,2192,1.000000,0.000000,17.648583
100,4,FPTAS,0.01,2254,2254,2192,1.000000,0.000000,58.837291
100,5,EXACT,NA,2236,2236,2176,1.000000,0.000000,0.234875
100,5,GREEDY,NA,2236,2178,2118,0.974061,2.593918,0.880541
100,5,FPTAS,0.50,2236,2233,2176,0.998658,0.134168,1.270500
100,5,FPTAS,0.20,2236,2236,2176,1.000000,0.000000,2.965000
100,5,FPTAS,0.10,2236,2236,2176,1.000000,0.000000,6.066833
100,5,FPTAS,0.05,2236,2236,2176,1.000000,0.000000,12.179333
100,5,FPTAS,0.01,2236,2236,2176,1.000000,0.000000,58.002417
100,6,EXACT,NA,2111,2111,2048,1.000000,0.000000,0.206000
100,6,GREEDY,NA,2111,2111,2048,1.000000,0.000000,0.417459
100,6,FPTAS,0.50,2111,2108,2048,0.998579,0.142113,1.235333
100,6,FPTAS,0.20,2111,2111,2048,1.000000,0.000000,2.890417
100,6,FPTAS,0.10,2111,2111,2048,1.000000,0.000000,6.271000
100,6,FPTAS,0.05,2111,2111,2048,1.000000,0.000000,11.953625
100,6,FPTAS,0.01,2111,2111,2048,1.000000,0.000000,57.582875
100,7,EXACT,NA,2102,2102,2039,1.000000,0.000000,0.357833
100,7,GREEDY,NA,2102,2072,2009,0.985728,1.427212,0.420083
100,7,FPTAS,0.50,2102,2099,2039,0.998573,0.142721,1.246666
100,7,FPTAS,0.20,2102,2102,2039,1.000000,0.000000,2.805125
100,7,FPTAS,0.10,2102,2102,2039,1.000000,0.000000,5.941625
100,7,FPTAS,0.05,2102,2102,2039,1.000000,0.000000,11.785333
100,7,FPTAS,0.01,2102,2102,2039,1.000000,0.000000,52.929375
100,8,EXACT,NA,2111,2111,2048,1.000000,0.000000,0.209250
100,8,GREEDY,NA,2111,2107,2044,0.998105,0.189484,0.426542
100,8,FPTAS,0.50,2111,2108,2048,0.998579,0.142113,1.209125
100,8,FPTAS,0.20,2111,2111,2048,1.000000,0.000000,2.801500
100,8,FPTAS,0.10,2111,2111,2048,1.000000,0.000000,5.766834
100,8,FPTAS,0.05,2111,2111,2048,1.000000,0.000000,11.735292
100,8,FPTAS,0.01,2111,2111,2048,1.000000,0.000000,54.148333
100,9,EXACT,NA,1984,1984,1920,1.000000,0.000000,0.197375
100,9,GREEDY,NA,1984,1977,1913,0.996472,0.352823,0.424000
100,9,FPTAS,0.50,1984,1984,1920,1.000000,0.000000,1.087333
100,9,FPTAS,0.20,1984,1984,1920,1.000000,0.000000,2.570875
100,9,FPTAS,0.10,1984,1984,1920,1.000000,0.000000,5.112875
100,9,FPTAS,0.05,1984,1984,1920,1.000000,0.000000,9.763333
100,9,FPTAS,0.01,1984,1984,1920,1.000000,0.000000,50.649417
100,10,EXACT,NA,1952,1952,1887,1.000000,0.000000,0.195334
100,10,GREEDY,NA,1952,1923,1858,0.985143,1.485656,0.427459
100,10,FPTAS,0.50,1952,1950,1887,0.998975,0.102459,1.127167
100,10,FPTAS,0.20,1952,1952,1887,1.000000,0.000000,2.603500
100,10,FPTAS,0.10,1952,1952,1887,1.000000,0.000000,5.293708
100,10,FPTAS,0.05,1952,1952,1887,1.000000,0.000000,10.767000
100,10,FPTAS,0.01,1952,1952,1887,1.000000,0.000000,49.635042
100,11,EXACT,NA,2273,2273,2213,1.000000,0.000000,0.253208
100,11,GREEDY,NA,2273,2257,2197,0.992961,0.703916,0.430709
100,11,FPTAS,0.50,2273,2273,2213,1.000000,0.000000,1.258291
100,11,FPTAS,0.20,2273,2273,2213,1.000000,0.000000,2.972333
100,11,FPTAS,0.10,2273,2273,2213,1.000000,0.000000,5.877208
100,11,FPTAS,0.05,2273,2273,2213,1.000000,0.000000,11.531708
100,11,FPTAS,0.01,2273,2273,2213,1.000000,0.000000,59.619709
100,12,EXACT,NA,2047,2047,1984,1.000000,0.000000,0.203542
100,12,GREEDY,NA,2047,2009,1946,0.981436,1.856375,0.416042
100,12,FPTAS,0.50,2047,2044,1984,0.998534,0.146556,1.237167
100,12,FPTAS,0.20,2047,2047,1984,1.000000,0.000000,2.777375
100,12,FPTAS,0.10,2047,2047,1984,1.000000,0.000000,5.840167
100,12,FPTAS,0.05,2047,2047,1984,1.000000,0.000000,11.712875
100,12,FPTAS,0.01,2047,2047,1984,1.000000,0.000000,51.977000
100,13,EXACT,NA,2036,2036,1972,1.000000,0.000000,0.213750
100,13,GREEDY,NA,2036,1982,1918,0.973477,2.652259,0.421625
100,13,FPTAS,0.50,2036,2034,1972,0.999018,0.098232,1.180417
100,13,FPTAS,0.20,2036,2036,1972,1.000000,0.000000,2.744291
100,13,FPTAS,0.10,2036,2036,1972,1.000000,0.000000,5.565625
100,13,FPTAS,0.05,2036,2036,1972,1.000000,0.000000,11.358375
100,13,FPTAS,0.01,2036,2036,1972,1.000000,0.000000,52.060167
100,14,EXACT,NA,1991,1991,1928,1.000000,0.000000,0.201625
100,14,GREEDY,NA,1991,1967,1904,0.987946,1.205424,0.427292
100,14,FPTAS,0.50,1991,1991,1928,1.000000,0.000000,1.129750
100,14,FPTAS,0.20,1991,1991,1928,1.000000,0.000000,2.480000
100,14,FPTAS,0.10,1991,1991,1928,1.000000,0.000000,5.063542
100,14,FPTAS,0.05,1991,1991,1928,1.000000,0.000000,9.808875
100,14,FPTAS,0.01,1991,1991,1928,1.000000,0.000000,51.038334
100,15,EXACT,NA,2163,2163,2102,1.000000,0.000000,0.230333
100,15,GREEDY,NA,2163,2114,2053,0.977346,2.265372,0.429500
100,15,FPTAS,0.50,2163,2161,2102,0.999075,0.092464,1.244125
100,15,FPTAS,0.20,2163,2163,2102,1.000000,0.000000,2.858708
100,15,FPTAS,0.10,2163,2163,2102,1.000000,0.000000,5.900583
100,15,FPTAS,0.05,2163,2163,2102,1.000000,0.000000,12.027292
100,15,FPTAS,0.01,2163,2163,2102,1.000000,0.000000,56.425167
100,16,EXACT,NA,2171,2171,2109,1.000000,0.000000,0.221666
100,16,GREEDY,NA,2171,2137,2075,0.984339,1.566099,0.424250
100,16,FPTAS,0.50,2171,2167,2109,0.998158,0.184247,1.239958
100,16,FPTAS,0.20,2171,2171,2109,1.000000,0.000000,2.906333
100,16,FPTAS,0.10,2171,2171,2109,1.000000,0.000000,5.888375
100,16,FPTAS,0.05,2171,2171,2109,1.000000,0.000000,12.140000
100,16,FPTAS,0.01,2171,2171,2109,1.000000,0.000000,56.449667
100,17,EXACT,NA,2116,2116,2055,1.000000,0.000000,0.220000
100,17,GREEDY,NA,2116,2072,2011,0.979206,2.079395,0.449459
100,17,FPTAS,0.50,2116,2114,2055,0.999055,0.094518,1.226459
100,17,FPTAS,0.20,2116,2116,2055,1.000000,0.000000,2.851625
100,17,FPTAS,0.10,2116,2116,2055,1.000000,0.000000,5.890541
100,17,FPTAS,0.05,2116,2116,2055,1.000000,0.000000,11.823625
100,17,FPTAS,0.01,2116,2116,2055,1.000000,0.000000,54.146333
100,18,EXACT,NA,2122,2122,2060,1.000000,0.000000,0.203041
100,18,GREEDY,NA,2122,2076,2014,0.978322,2.167766,0.413625
100,18,FPTAS,0.50,2122,2120,2060,0.999057,0.094251,1.230834
100,18,FPTAS,0.20,2122,2122,2060,1.000000,0.000000,2.830750
100,18,FPTAS,0.10,2122,2122,2060,1.000000,0.000000,5.881584
100,18,FPTAS,0.05,2122,2122,2060,1.000000,0.000000,11.807334
100,18,FPTAS,0.01,2122,2122,2060,1.000000,0.000000,54.145250
100,19,EXACT,NA,2070,2070,2008,1.000000,0.000000,0.201250
100,19,GREEDY,NA,2070,2015,1953,0.973430,2.657005,0.429750
100,19,FPTAS,0.50,2070,2068,2008,0.999034,0.096618,1.214000
100,19,FPTAS,0.20,2070,2070,2008,1.000000,0.000000,2.778417
100,19,FPTAS,0.10,2070,2070,2008,1.000000,0.000000,5.760041
100,19,FPTAS,0.05,2070,2070,2008,1.000000,0.000000,11.600625
100,19,FPTAS,0.01,2070,2070,2008,1.000000,0.000000,52.871208
100,20,EXACT,NA,2199,2199,2138,1.000000,0.000000,0.209333
100,20,GREEDY,NA,2199,2174,2113,0.988631,1.136880,0.419792
100,20,FPTAS,0.50,2199,2195,2138,0.998181,0.181901,1.264000
100,20,FPTAS,0.20,2199,2199,2138,1.000000,0.000000,2.927167
100,20,FPTAS,0.10,2199,2199,2138,1.000000,0.000000,5.994417
100,20,FPTAS,0.05,2199,2199,2138,1.000000,0.000000,12.305334
100,20,FPTAS,0.01,2199,2199,2138,1.000000,0.000000,57.110792
100,21,EXACT,NA,2158,2158,2097,1.000000,0.000000,0.206666
100,21,GREEDY,NA,2158,2098,2037,0.972196,2.780352,0.440625
100,21,FPTAS,0.50,2158,2155,2097,0.998610,0.139018,1.239750
100,21,FPTAS,0.20,2158,2158,2097,1.000000,0.000000,2.884583
100,21,FPTAS,0.10,2158,2158,2097,1.000000,0.000000,5.978459
100,21,FPTAS,0.05,2158,2158,2097,1.000000,0.000000,12.087375
100,21,FPTAS,0.01,2158,2158,2097,1.000000,0.000000,56.560209
100,22,EXACT,NA,2166,2166,2105,1.000000,0.000000,0.223000
100,22,GREEDY,NA,2166,2124,2063,0.980609,1.939058,0.414459
100,22,FPTAS,0.50,2166,2162,2105,0.998153,0.184672,1.254458
100,22,FPTAS,0.20,2166,2166,2105,1.000000,0.000000,2.863084
100,22,FPTAS,0.10,2166,2166,2105,1.000000,0.000000,6.007708
100,22,FPTAS,0.05,2166,2166,2105,1.000000,0.000000,12.106834
100,22,FPTAS,0.01,2166,2166,2105,1.000000,0.000000,56.507166
100,23,EXACT,NA,2144,2144,2083,1.000000,0.000000,0.213250
100,23,GREEDY,NA,2144,2110,2049,0.984142,1.585821,0.450125
100,23,FPTAS,0.50,2144,2143,2083,0.999534,0.046642,1.265709
100,23,FPTAS,0.20,2144,2144,2083,1.000000,0.000000,2.937875
100,23,FPTAS,0.10,2144,2144,2083,1.000000,0.000000,6.069792
100,23,FPTAS,0.05,2144,2144,2083,1.000000,0.000000,12.292708
100,23,FPTAS,0.01,2144,2144,2083,1.000000,0.000000,59.481166
100,24,EXACT,NA,2000,2000,1937,1.000000,0.000000,0.195542
100,24,GREEDY,NA,2000,1946,1883,0.973000,2.700000,0.445916
100,24,FPTAS,0.50,2000,1997,1937,0.998500,0.150000,1.160125
100,24,FPTAS,0.20,2000,2000,1937,1.000000,0.000000,2.643375
100,24,FPTAS,0.10,2000,2000,1937,1.000000,0.000000,5.479958
100,24,FPTAS,0.05,2000,2000,1937,1.000000,0.000000,11.188000
100,24,FPTAS,0.01,2000,2000,1937,1.000000,0.000000,51.401000
100,25,EXACT,NA,2111,2111,2048,1.000000,0.000000,0.202458
100,25,GREEDY,NA,2111,2078,2015,0.984368,1.563240,0.416459
100,25,FPTAS,0.50,2111,2108,2048,0.998579,0.142113,1.229500
100,25,FPTAS,0.20,2111,2111,2048,1.000000,0.000000,2.817458
100,25,FPTAS,0.10,2111,2111,2048,1.000000,0.000000,5.928584
100,25,FPTAS,0.05,2111,2111,2048,1.000000,0.000000,11.785792
100,25,FPTAS,0.01,2111,2111,2048,1.000000,0.000000,60.007542
100,26,EXACT,NA,1999,1999,1936,1.000000,0.000000,0.198666
100,26,GREEDY,NA,1999,1953,1890,0.976988,2.301151,0.435541
100,26,FPTAS,0.50,1999,1998,1936,0.999500,0.050025,1.228500
100,26,FPTAS,0.20,1999,1999,1936,1.000000,0.000000,2.785167
100,26,FPTAS,0.10,1999,1999,1936,1.000000,0.000000,5.748042
100,26,FPTAS,0.05,1999,1999,1936,1.000000,0.000000,11.978000
100,26,FPTAS,0.01,1999,1999,1936,1.000000,0.000000,51.000125
100,27,EXACT,NA,2047,2047,1985,1.000000,0.000000,0.200958
100,27,GREEDY,NA,2047,2015,1953,0.984367,1.563263,0.435542
100,27,FPTAS,0.50,2047,2044,1985,0.998534,0.146556,1.164500
100,27,FPTAS,0.20,2047,2047,1985,1.000000,0.000000,2.692458
100,27,FPTAS,0.10,2047,2047,1985,1.000000,0.000000,5.589417
100,27,FPTAS,0.05,2047,2047,1985,1.000000,0.000000,11.435583
100,27,FPTAS,0.01,2047,2047,1985,1.000000,0.000000,52.110167
100,28,EXACT,NA,2066,2066,2004,1.000000,0.000000,0.200042
100,28,GREEDY,NA,2066,2041,1979,0.987899,1.210068,0.419084
100,28,FPTAS,0.50,2066,2066,2004,1.000000,0.000000,1.179000
100,28,FPTAS,0.20,2066,2066,2004,1.000000,0.000000,2.477291
100,28,FPTAS,0.10,2066,2066,2004,1.000000,0.000000,5.313750
100,28,FPTAS,0.05,2066,2066,2004,1.000000,0.000000,10.323542
100,28,FPTAS,0.01,2066,2066,2004,1.000000,0.000000,52.973667
100,29,EXACT,NA,2285,2285,2224,1.000000,0.000000,0.231125
100,29,GREEDY,NA,2285,2258,2197,0.988184,1.181619,0.420250
100,29,FPTAS,0.50,2285,2280,2224,0.997812,0.218818,1.320291
100,29,FPTAS,0.20,2285,2285,2224,1.000000,0.000000,3.028917
100,29,FPTAS,0.10,2285,2285,2224,1.000000,0.000000,6.275125
100,29,FPTAS,0.05,2285,2285,2224,1.000000,0.000000,12.704666
100,29,FPTAS,0.01,2285,2285,2224,1.000000,0.000000,59.430916
100,30,EXACT,NA,2104,2104,2042,1.000000,0.000000,0.214333
100,30,GREEDY,NA,2104,2069,2007,0.983365,1.663498,0.426625
100,30,FPTAS,0.50,2104,2103,2042,0.999525,0.047529,1.287667
100,30,FPTAS,0.20,2104,2104,2042,1.000000,0.000000,2.969000
100,30,FPTAS,0.10,2104,2104,2042,1.000000,0.000000,6.134708
100,30,FPTAS,0.05,2104,2104,2042,1.000000,0.000000,12.349208
100,30,FPTAS,0.01,2104,2104,2042,1.000000,0.000000,55.952625
250,1,EXACT,NA,5252,5252,5096,1.000000,0.000000,1.005875
250,1,GREEDY,NA,5252,5210,5054,0.992003,0.799695,0.485416
250,1,FPTAS,0.50,5252,5252,5096,1.000000,0.000000,18.212708
250,1,FPTAS,0.20,5252,5252,5096,1.000000,0.000000,46.693583
250,1,FPTAS,0.10,5252,5252,5096,1.000000,0.000000,98.905541
250,1,FPTAS,0.05,5252,5252,5096,1.000000,0.000000,216.893750
250,1,FPTAS,0.01,5252,5252,5096,1.000000,0.000000,1268.590709
250,2,EXACT,NA,5222,5222,5064,1.000000,0.000000,1.872833
250,2,GREEDY,NA,5222,5179,5021,0.991766,0.823439,0.505916
250,2,FPTAS,0.50,5222,5222,5064,1.000000,0.000000,30.877291
250,2,FPTAS,0.20,5222,5222,5064,1.000000,0.000000,44.381333
250,2,FPTAS,0.10,5222,5222,5064,1.000000,0.000000,88.388958
250,2,FPTAS,0.05,5222,5222,5064,1.000000,0.000000,193.357791
250,2,FPTAS,0.01,5222,5222,5064,1.000000,0.000000,875.940167
250,3,EXACT,NA,5037,5037,4878,1.000000,0.000000,1.022125
250,3,GREEDY,NA,5037,5029,4870,0.998412,0.158825,0.506500
250,3,FPTAS,0.50,5037,5037,4878,1.000000,0.000000,17.221667
250,3,FPTAS,0.20,5037,5037,4878,1.000000,0.000000,46.518833
250,3,FPTAS,0.10,5037,5037,4878,1.000000,0.000000,86.243833
250,3,FPTAS,0.05,5037,5037,4878,1.000000,0.000000,171.091875
250,3,FPTAS,0.01,5037,5037,4878,1.000000,0.000000,813.207917
250,4,EXACT,NA,5225,5225,5070,1.000000,0.000000,0.960000
250,4,GREEDY,NA,5225,5217,5062,0.998469,0.153110,0.496208
250,4,FPTAS,0.50,5225,5225,5070,1.000000,0.000000,16.916708
250,4,FPTAS,0.20,5225,5225,5070,1.000000,0.000000,50.707959
250,4,FPTAS,0.10,5225,5225,5070,1.000000,0.000000,91.885042
250,4,FPTAS,0.05,5225,5225,5070,1.000000,0.000000,180.664584
250,4,FPTAS,0.01,5225,5225,5070,1.000000,0.000000,835.578500
250,5,EXACT,NA,5311,5311,5157,1.000000,0.000000,1.032000
250,5,GREEDY,NA,5311,5271,5117,0.992468,0.753154,0.514083
250,5,FPTAS,0.50,5311,5311,5157,1.000000,0.000000,18.056333
250,5,FPTAS,0.20,5311,5311,5157,1.000000,0.000000,48.434042
250,5,FPTAS,0.10,5311,5311,5157,1.000000,0.000000,90.449000
250,5,FPTAS,0.05,5311,5311,5157,1.000000,0.000000,178.821833
250,5,FPTAS,0.01,5311,5311,5157,1.000000,0.000000,858.850083
250,6,EXACT,NA,5617,5617,5464,1.000000,0.000000,1.038334
250,6,GREEDY,NA,5617,5613,5460,0.999288,0.071212,0.533958
250,6,FPTAS,0.50,5617,5617,5464,1.000000,0.000000,18.758250
250,6,FPTAS,0.20,5617,5617,5464,1.000000,0.000000,56.550084
250,6,FPTAS,0.10,5617,5617,5464,1.000000,0.000000,106.461958
250,6,FPTAS,0.05,5617,5617,5464,1.000000,0.000000,211.021584
250,6,FPTAS,0.01,5617,5617,5464,1.000000,0.000000,964.745917
250,7,EXACT,NA,5081,5081,4923,1.000000,0.000000,1.759125
250,7,GREEDY,NA,5081,5079,4921,0.999606,0.039362,0.935042
250,7,FPTAS,0.50,5081,5081,4923,1.000000,0.000000,25.262208
250,7,FPTAS,0.20,5081,5081,4923,1.000000,0.000000,47.498334
250,7,FPTAS,0.10,5081,5081,4923,1.000000,0.000000,87.652000
250,7,FPTAS,0.05,5081,5081,4923,1.000000,0.000000,172.597416
250,7,FPTAS,0.01,5081,5081,4923,1.000000,0.000000,819.667167
250,8,EXACT,NA,5150,5150,4993,1.000000,0.000000,1.093125
250,8,GREEDY,NA,5150,5137,4980,0.997476,0.252427,0.547875
250,8,FPTAS,0.50,5150,5150,4993,1.000000,0.000000,17.929083
250,8,FPTAS,0.20,5150,5150,4993,1.000000,0.000000,47.557541
250,8,FPTAS,0.10,5150,5150,4993,1.000000,0.000000,89.831500
250,8,FPTAS,0.05,5150,5150,4993,1.000000,0.000000,174.428250
250,8,FPTAS,0.01,5150,5150,4993,1.000000,0.000000,844.688333
250,9,EXACT,NA,5370,5370,5216,1.000000,0.000000,1.081625
250,9,GREEDY,NA,5370,5364,5210,0.998883,0.111732,0.554417
250,9,FPTAS,0.50,5370,5370,5216,1.000000,0.000000,18.368792
250,9,FPTAS,0.20,5370,5370,5216,1.000000,0.000000,49.585750
250,9,FPTAS,0.10,5370,5370,5216,1.000000,0.000000,91.987667
250,9,FPTAS,0.05,5370,5370,5216,1.000000,0.000000,181.576375
250,9,FPTAS,0.01,5370,5370,5216,1.000000,0.000000,867.049084
250,10,EXACT,NA,4974,4974,4812,1.000000,0.000000,0.971958
250,10,GREEDY,NA,4974,4946,4784,0.994371,0.562927,0.585667
250,10,FPTAS,0.50,4974,4974,4812,1.000000,0.000000,16.886667
250,10,FPTAS,0.20,4974,4974,4812,1.000000,0.000000,46.032792
250,10,FPTAS,0.10,4974,4974,4812,1.000000,0.000000,84.710834
250,10,FPTAS,0.05,4974,4974,4812,1.000000,0.000000,168.048958
250,10,FPTAS,0.01,4974,4974,4812,1.000000,0.000000,801.696041
250,11,EXACT,NA,5075,5075,4920,1.000000,0.000000,0.943750
250,11,GREEDY,NA,5075,5054,4899,0.995862,0.413793,0.883541
250,11,FPTAS,0.50,5075,5075,4920,1.000000,0.000000,17.180916
250,11,FPTAS,0.20,5075,5075,4920,1.000000,0.000000,46.855875
250,11,FPTAS,0.10,5075,5075,4920,1.000000,0.000000,87.255833
250,11,FPTAS,0.05,5075,5075,4920,1.000000,0.000000,172.157000
250,11,FPTAS,0.01,5075,5075,4920,1.000000,0.000000,817.266125
250,12,EXACT,NA,5234,5234,5077,1.000000,0.000000,0.972000
250,12,GREEDY,NA,5234,5186,5029,0.990829,0.917081,2.132917
250,12,FPTAS,0.50,5234,5234,5077,1.000000,0.000000,17.748542
250,12,FPTAS,0.20,5234,5234,5077,1.000000,0.000000,48.530584
250,12,FPTAS,0.10,5234,5234,5077,1.000000,0.000000,89.524792
250,12,FPTAS,0.05,5234,5234,5077,1.000000,0.000000,176.488125
250,12,FPTAS,0.01,5234,5234,5077,1.000000,0.000000,847.851208
250,13,EXACT,NA,5445,5445,5291,1.000000,0.000000,1.477083
250,13,GREEDY,NA,5445,5380,5226,0.988062,1.193756,2.354375
250,13,FPTAS,0.50,5445,5445,5291,1.000000,0.000000,18.316458
250,13,FPTAS,0.20,5445,5445,5291,1.000000,0.000000,49.888500
250,13,FPTAS,0.10,5445,5445,5291,1.000000,0.000000,93.108125
250,13,FPTAS,0.05,5445,5445,5291,1.000000,0.000000,184.858958
250,13,FPTAS,0.01,5445,5445,5291,1.000000,0.000000,878.137250
250,14,EXACT,NA,5271,5271,5116,1.000000,0.000000,1.150625
250,14,GREEDY,NA,5271,5212,5057,0.988807,1.119332,0.939500
250,14,FPTAS,0.50,5271,5271,5116,1.000000,0.000000,17.913166
250,14,FPTAS,0.20,5271,5271,5116,1.000000,0.000000,48.545917
250,14,FPTAS,0.10,5271,5271,5116,1.000000,0.000000,90.179125
250,14,FPTAS,0.05,5271,5271,5116,1.000000,0.000000,178.717208
250,14,FPTAS,0.01,5271,5271,5116,1.000000,0.000000,854.062541
250,15,EXACT,NA,5361,5361,5204,1.000000,0.000000,0.995833
250,15,GREEDY,NA,5361,5342,5185,0.996456,0.354411,0.868125
250,15,FPTAS,0.50,5361,5361,5204,1.000000,0.000000,18.141292
250,15,FPTAS,0.20,5361,5361,5204,1.000000,0.000000,48.939709
250,15,FPTAS,0.10,5361,5361,5204,1.000000,0.000000,91.528084
250,15,FPTAS,0.05,5361,5361,5204,1.000000,0.000000,181.192125
250,15,FPTAS,0.01,5361,5361,5204,1.000000,0.000000,875.013375
250,16,EXACT,NA,5288,5288,5133,1.000000,0.000000,0.971125
250,16,GREEDY,NA,5288,5261,5106,0.994894,0.510590,2.833709
250,16,FPTAS,0.50,5288,5288,5133,1.000000,0.000000,19.502375
250,16,FPTAS,0.20,5288,5288,5133,1.000000,0.000000,49.810958
250,16,FPTAS,0.10,5288,5288,5133,1.000000,0.000000,89.911750
250,16,FPTAS,0.05,5288,5288,5133,1.000000,0.000000,178.905750
250,16,FPTAS,0.01,5288,5288,5133,1.000000,0.000000,853.118583
250,17,EXACT,NA,5326,5326,5170,1.000000,0.000000,0.989250
250,17,GREEDY,NA,5326,5276,5120,0.990612,0.938791,1.387459
250,17,FPTAS,0.50,5326,5326,5170,1.000000,0.000000,17.947459
250,17,FPTAS,0.20,5326,5326,5170,1.000000,0.000000,48.867458
250,17,FPTAS,0.10,5326,5326,5170,1.000000,0.000000,91.426458
250,17,FPTAS,0.05,5326,5326,5170,1.000000,0.000000,180.549833
250,17,FPTAS,0.01,5326,5326,5170,1.000000,0.000000,952.546791
250,18,EXACT,NA,5234,5234,5078,1.000000,0.000000,0.974958
250,18,GREEDY,NA,5234,5208,5052,0.995032,0.496752,0.938416
250,18,FPTAS,0.50,5234,5234,5078,1.000000,0.000000,18.623959
250,18,FPTAS,0.20,5234,5234,5078,1.000000,0.000000,48.408291
250,18,FPTAS,0.10,5234,5234,5078,1.000000,0.000000,90.116750
250,18,FPTAS,0.05,5234,5234,5078,1.000000,0.000000,178.460833
250,18,FPTAS,0.01,5234,5234,5078,1.000000,0.000000,845.112583
250,19,EXACT,NA,5111,5111,4956,1.000000,0.000000,0.935375
250,19,GREEDY,NA,5111,5062,4907,0.990413,0.958716,0.897333
250,19,FPTAS,0.50,5111,5111,4956,1.000000,0.000000,17.180000
250,19,FPTAS,0.20,5111,5111,4956,1.000000,0.000000,46.956375
250,19,FPTAS,0.10,5111,5111,4956,1.000000,0.000000,87.511542
250,19,FPTAS,0.05,5111,5111,4956,1.000000,0.000000,173.854708
250,19,FPTAS,0.01,5111,5111,4956,1.000000,0.000000,823.404167
250,20,EXACT,NA,5089,5089,4930,1.000000,0.000000,0.929916
250,20,GREEDY,NA,5089,5032,4873,0.988799,1.120063,0.767292
250,20,FPTAS,0.50,5089,5089,4930,1.000000,0.000000,17.125083
250,20,FPTAS,0.20,5089,5089,4930,1.000000,0.000000,46.966666
250,20,FPTAS,0.10,5089,5089,4930,1.000000,0.000000,86.909458
250,20,FPTAS,0.05,5089,5089,4930,1.000000,0.000000,175.119292
250,20,FPTAS,0.01,5089,5089,4930,1.000000,0.000000,820.211792
250,21,EXACT,NA,5347,5347,5192,1.000000,0.000000,1.011459
250,21,GREEDY,NA,5347,5284,5129,0.988218,1.178231,0.796917
250,21,FPTAS,0.50,5347,5347,5192,1.000000,0.000000,18.066958
250,21,FPTAS,0.20,5347,5347,5192,1.000000,0.000000,49.337417
250,21,FPTAS,0.10,5347,5347,5192,1.000000,0.000000,91.715250
250,21,FPTAS,0.05,5347,5347,5192,1.000000,0.000000,183.195041
250,21,FPTAS,0.01,5347,5347,5192,1.000000,0.000000,866.304541
250,22,EXACT,NA,5062,5062,4906,1.000000,0.000000,0.968084
250,22,GREEDY,NA,5062,5003,4847,0.988345,1.165547,0.775375
250,22,FPTAS,0.50,5062,5062,4906,1.000000,0.000000,17.212375
250,22,FPTAS,0.20,5062,5062,4906,1.000000,0.000000,46.742458
250,22,FPTAS,0.10,5062,5062,4906,1.000000,0.000000,87.534167
250,22,FPTAS,0.05,5062,5062,4906,1.000000,0.000000,171.836291
250,22,FPTAS,0.01,5062,5062,4906,1.000000,0.000000,818.472500
250,23,EXACT,NA,5411,5411,5256,1.000000,0.000000,0.989958
250,23,GREEDY,NA,5411,5371,5216,0.992608,0.739235,0.802917
